timeStamp,averageExecutionTime,medianOfFlowDuration,maxFlowDuration,flowDurationList,avgCpuByProcess,medianOfCpuByProcess,maxCpuByProcess,cpuByProcessList,avgDiskByProcess,medianOfDiskByProcess,maxDiskByProcess,diskByProcessList,avgMemByProcess,medianOfMemByProcess,maxMemByProcess,memByProcessList,percentageHeap,medianOfHeap,maxHeap,percentHeapList,percentageWorkerThreads,medianOfWorkerThreads,maxWorkerThreads,percentWorkerThreadsList,avgInBufferSize,medianOfInBuffer,maxInBuffer,inBufferSizeList,percentageOutBuffer,medianOfOutBuffer,maxOutBuffer,percentOutBufferList,avgSystemCpuJmx,medianOfSystemCpu,maxSystemCpu,systemCpuJmxList
Jan 24-- 2021 10:38:14 PM,10957,11625,12702,11625;11819;12702;11507;7132;,0.030817757,0.025,0.057,0.02472689616340024;0.05733744586989988;0.010388930106519029;,124467263,1.24E+08,124468305,124468305;124467263;124466221;,19,19,19,19.0;19.0;19.0;,0.169955448,0.155,0.233,0.15515160889975996;0.12201656524944886;0.2326981701828917;,5.333333333,5,6,6.0;5.0;5.0;,0,0,0,0;0;0;,0.813333333,0.4,2.013,0.02666666666666667;0.4;2.013333333333333;,0.031161609,0.025,0.057,0.02495832921877783;0.057323075256369815;0.011203421230777999;
Jan 24-- 2021 10:40:08 PM,10188.6,11173,12474,10024;12474;11173;11658;5614;,0.054282059,0.072,0.081,0.08131171256167398;0.07191184721959047;0.009622615914511974;,124471431,1.24E+08,124471952,124471952;124471431;124470910;,19,19,19,19.0;19.0;19.0;,0.186983834,0.177,0.294,0.2940844538583074;0.1766875528443561;0.09017949401251384;,6,6,6,6.0;6.0;6.0;,0,0,0,0;0;0;,1.382222222,2.013,2.067,0.06666666666666667;2.013333333333333;2.0666666666666664;,0.05316125,0.066,0.083,0.08314038045250104;0.06587424903762629;0.01046912014647372;
Jan 24-- 2021 10:41:50 PM,11470,11722,13197,11258;13197;11722;12166;9007;,0.062774371,0.063,0.123,0.06256889252192614;0.06695732731107636;0.05235302240627327;0.12287346337395669;0.009119147850041413;,124475807.4,1.24E+08,124477162,124477162;124476641;124475599;124475078;124474557;,19,19,19,19.0;19.0;19.0;19.0;19.0;,0.183087024,0.192,0.289,0.19233635827692971;0.14600992744785665;0.28935502981137634;0.23151252767207084;0.05622127455146285;,7,7,7,7.0;7.0;7.0;7.0;7.0;,0,0,0,0;0;0;0;0;,2.058666667,2.013,6.027,0.013333333333333334;2.0266666666666664;0.21333333333333335;6.026666666666667;2.013333333333333;,0.064767539,0.061,0.128,0.061466612171107826;0.06861607306736006;0.05584029694484105;0.12759841004490757;0.010316302169718794;
Jan 24-- 2021 10:43:29 PM,9742.6,10608,11961,10969;11961;10608;7360;7815;,0.041780957,0.054,0.059,0.05397204008553712;0.05876699510155939;0.012603834429535917;,124480809,1.24E+08,124482372,124482372;124480288;124479767;,19,19,19,19.0;19.0;19.0;,0.076415216,0.086,0.111,0.08558837395410751;0.11144026101452532;0.03221701180548753;,8,8,8,8.0;8.0;8.0;,0,0,0,0;0;0;,0.675555556,0.027,2,0.0;2.0;0.02666666666666667;,0.04146563,0.053,0.058,0.05344209748279627;0.05755149514100899;0.01340329843721566;
Jan 24-- 2021 10:45:30 PM,11367,11382,12929,12929;11382;11033;12621;8870;,0.057527962,0.057,0.105,0.07123720272971024;0.042769619258690536;0.10471546266782379;0.011389561797322504;,124484846.8,1.24E+08,124486019,124486019;124484977;124484456;124483935;,19,19,19,19.0;19.0;19.0;19.0;,0.205946351,0.225,0.315,0.18316034713067178;0.31522014796268794;0.267164887143945;0.05824002207750008;,9,9,9,9.0;9.0;9.0;9.0;,0,0,0,0;0;0;0;,2.533333333,2.167,5.787,0.02666666666666667;0.013333333333333334;4.306666666666667;5.786666666666666;,0.057532864,0.058,0.102,0.07269862675910344;0.042618564859398515;0.10219363417000382;0.01262062949137377;
Jan 24-- 2021 10:47:26 PM,10376.6,9568,11953,11953;9568;11684;9153;9525;,0.078738845,0.094,0.115,0.09468002578353595;0.09412014719078311;0.1154381782621667;0.010717029921802242;,124489405.5,1.24E+08,124490187,124490187;124489666;124489145;124488624;,19,19,19,19.0;19.0;19.0;19.0;,0.175138018,0.168,0.309,0.12297774793386942;0.30854582713362655;0.21400801321219626;0.05502048283028512;,10,10,10,10.0;10.0;10.0;10.0;,0,0,0,0;0;0;0;,4,3.987,5.987,2.04;5.986666666666666;3.9466666666666663;4.026666666666666;,0.079285928,0.089,0.128,0.08893985956751316;0.08847166465674083;0.12799202940833343;0.011740157586232036;
Jan 24-- 2021 10:49:09 PM,10890.6,10709,12491,12297;10709;12491;9596;9360;,0.055627062,0.057,0.098,0.05736317492566812;0.09775943633838127;0.01175857389062322;,124493834,1.24E+08,124494355,124494355;124493834;124493313;,19,19,19,19.0;19.0;19.0;,0.166926738,0.215,0.258,0.25781433589041725;0.21549271805077597;0.02747316106269817;,11.33333333,11,12,11.0;12.0;11.0;,0,0,0,0;0;0;,2.031111111,2.053,4.013,0.02666666666666667;2.0533333333333332;4.013333333333334;,0.05602412,0.059,0.096,0.05856911352866079;0.09635189296599854;0.013151352086515744;
Jan 24-- 2021 10:50:59 PM,11263.4,11418,12385,11954;12385;10961;11418;9599;,0.06044957,0.055,0.12,0.06629899954971104;0.04330318046271354;0.12009489312935831;0.012101206665423423;,124498392.8,1.24E+08,124499565,124499565;124498523;124498002;124497481;,19,19,19,19.0;19.0;19.0;19.0;,0.218161635,0.224,0.309,0.1149562386974435;0.23417420705628544;0.21401728760576125;0.3094988063435174;,12,12,12,12.0;12.0;12.0;12.0;,0,0,0,0;0;0;0;,1.046666667,1.033,2.093,0.05333333333333334;2.0933333333333337;2.013333333333333;0.02666666666666667;,0.060145251,0.056,0.116,0.06893144110623206;0.04253200583656658;0.11636064661704883;0.012756911326132991;
Jan 24-- 2021 10:52:57 PM,11289,11485,13270,13270;12266;11048;11485;8376;,0.072711494,0.077,0.126,0.06287454474979505;0.09172335414548469;0.12558778672409354;0.010660291074305576;,124503081.8,1.25E+08,124504254,124504254;124503212;124502691;124502170;,19,19,19,19.0;19.0;19.0;19.0;,0.197488834,0.202,0.268,0.11858231824973263;0.26818361500639826;0.1585133914257428;0.2446760102445856;,13,13,13,13.0;13.0;13.0;13.0;,0,0,0,0;0;0;0;,2.53,2.04,4.027,2.013333333333333;2.0666666666666664;4.026666666666666;2.013333333333333;,0.073561207,0.076,0.13,0.06309165039757025;0.08982210117172883;0.1298560491259234;0.011475028327911585;
Jan 24-- 2021 10:54:44 PM,12025.6,12204,14063,12204;13016;11688;14063;9157;,0.048942615,0.045,0.102,0.039767877760797425;0.0176047149854669;0.10168732534528731;0.049848177315716474;0.07173943974504071;0.013008156138375413;,124508422,1.25E+08,124509985,124509985;124509464;124508943;124507901;124507380;124506859;,19,19,19,19.0;19.0;19.0;19.0;19.0;19.0;,0.194866067,0.213,0.25,0.23762424029279205;0.21623669366732665;0.21039807753193465;0.24981276018234935;0.1806993612404663;0.07442526748674125;,14,14,14,14.0;14.0;14.0;14.0;14.0;14.0;,0,0,0,0;0;0;0;0;0;,0.697777778,0.067,2.04,0.0;0.0;0.05333333333333334;2.013333333333333;0.08;2.04;,0.051009686,0.041,0.111,0.035628964300662425;0.021177846808040357;0.11131007428236772;0.04589131639363431;0.07792602839896923;0.014123887458792672;
Jan 24-- 2021 10:56:44 PM,11628.6,11470,12423,11907;12423;11470;10921;11422;,0.055921375,0.057,0.103,0.011513087119548656;0.09602565303381377;0.10258965257998097;0.05669161208023598;0.012786868392286313;,124513632,1.25E+08,124514674,124514674;124514153;124513632;124513111;124512590;,20,20,20,20.0;20.0;20.0;20.0;20.0;,0.227428752,0.257,0.324,0.32405606062316045;0.31906961547481905;0.20024307766801147;0.03678500054830173;0.2569900042786001;,15.2,15,16,15.0;16.0;15.0;15.0;15.0;,0,0,0,0;0;0;0;0;,0.834666667,0.053,2.053,0.0;0.05333333333333334;2.013333333333333;2.0533333333333332;0.05333333333333334;,0.05702151,0.066,0.099,0.011519171292673325;0.09508028666439895;0.09861953985997463;0.06645122923174551;0.013437321894473553;
Jan 24-- 2021 10:58:46 PM,10781.8,10532,12235,12235;11704;9422;10016;10532;,0.066481,0.065,0.123,0.029730709423848246;0.10107529283048677;0.12294883079614159;0.01216916739962109;,124518581.5,1.25E+08,124519363,124519363;124518842;124518321;124517800;,20,20,20,20.0;20.0;20.0;20.0;,0.276713569,0.295,0.327,0.32743670775158573;0.3131507410861478;0.1890049679444568;0.27726186062940433;,16.5,16.5,17,16.0;17.0;17.0;16.0;,0,0,0,0;0;0;0;,0.54,0.067,2.013,0.08;0.05333333333333334;2.013333333333333;0.013333333333333334;,0.067022028,0.066,0.123,0.02827525412333265;0.10403572802008432;0.12262835277206052;0.013148777770809472;
Jan 24-- 2021 11:00:49 PM,11381.8,11235,13094,13094;11235;11845;10141;10594;,0.056490869,0.057,0.098,0.03477425687468698;0.09799018770853854;0.07869974423212722;0.014499288457535644;,124523270.5,1.25E+08,124524052,124524052;124523531;124523010;124522489;,20,20,20,20.0;20.0;20.0;20.0;,0.211100427,0.221,0.302,0.22738521417070795;0.21387398875507646;0.10135902296355233;0.3017834823768598;,17.25,17,18,17.0;17.0;18.0;17.0;,0,0,0,0;0;0;0;,1.033333333,1.04,2.013,0.06666666666666667;0.04;2.013333333333333;2.013333333333333;,0.05682173,0.058,0.095,0.035014349471912065;0.09521102459667918;0.08147138076691951;0.015590164009551932;
Jan 24-- 2021 11:02:52 PM,11301.4,11813,13670,11813;13670;12078;9141;9805;,0.054327688,0.073,0.073,0.07344225794897749;0.07332116108809794;0.01621964369695572;,124528046.3,1.25E+08,124529262,124529262;124527699;124527178;,20,20,20,20.0;20.0;20.0;,0.219226285,0.266,0.338,0.3380025031813413;0.053532123654608334;0.26614422769099383;,18,18,18,18.0;18.0;18.0;,0,0,0,0;0;0;,0.697777778,0.067,2.013,0.06666666666666667;2.013333333333333;0.013333333333333334;,0.05874352,0.071,0.087,0.07092976440811627;0.08728431524381965;0.01801648009133827;
Jan 24-- 2021 11:04:53 PM,11536.6,11853,12485,11853;12485;11703;9345;12297;,0.063741098,0.051,0.127,0.023792572741978;0.07183539456090438;0.11497334003601754;0.12724818703569682;0.0302519648234348;0.014345129218420122;,124532648.5,1.25E+08,124533951,124533951;124533430;124532909;124532388;124531867;124531346;,20,20,20,20.0;20.0;20.0;20.0;20.0;20.0;,0.250004656,0.254,0.342,0.341963448535132;0.32384173722666193;0.2587956659901015;0.10526875547300595;0.24851170863757657;0.22164661809130165;,19,19,19,19.0;19.0;19.0;19.0;19.0;19.0;,0,0,0,0;0;0;0;0;0;,1.368888889,0.16,4.04,0.05333333333333334;0.26666666666666666;3.8;0.0;0.05333333333333334;4.04;,0.063884022,0.05,0.137,0.021332194849633557;0.07511927204102997;0.11045971122880716;0.13652249640037117;0.02487978240347566;0.014990672662453686;
Jan 24-- 2021 11:06:52 PM,10800.2,10781,11906,11906;11547;10360;10781;9407;,0.06036075,0.054,0.118,0.0741973043982531;0.03401752862663122;0.11824241945221284;0.014985749419327558;,124537988.8,1.25E+08,124539161,124539161;124538119;124537598;124537077;,20,20,20,20.0;20.0;20.0;20.0;,0.201975624,0.168,0.346,0.3460748012067072;0.14058288293754173;0.12545522906800377;0.19578958099202362;,20,20,20,20.0;20.0;20.0;20.0;,0,0,0,0;0;0;0;,1.03,1.013,2.08,0.013333333333333334;2.08;2.013333333333333;0.013333333333333334;,0.060504608,0.053,0.12,0.07495316201606739;0.03139565517983578;0.11975087741130451;0.015918739060227005;
Jan 24-- 2021 11:08:59 PM,11941.8,11923,12751,12361;11282;11392;11923;12751;,0.073788839,0.089,0.117,0.02169913922599307;0.11047766774374303;0.1174989568348613;0.10871776162508551;0.06994981914132906;0.014389690443718748;,124543068.5,1.25E+08,124544371,124544371;124543850;124543329;124542808;124542287;124541766;,21,21,21,21.0;21.0;21.0;21.0;21.0;21.0;,0.146542356,0.123,0.25,0.08627992174155327;0.0717504691685789;0.2502726511672814;0.08938172826012193;0.22584806475289454;0.15572130016242788;,21.16666667,21,22,21.0;22.0;21.0;21.0;21.0;21.0;,0,0,0,0;0;0;0;0;0;,1.048888889,1.067,2.027,0.06666666666666667;0.05333333333333334;2.013333333333333;2.013333333333333;2.0266666666666664;0.12;,0.074659506,0.083,0.117,0.03355370080007947;0.10203181961575403;0.11670140101485593;0.11647680188609864;0.06407136616755604;0.015121947320401952;
Jan 24-- 2021 11:11:01 PM,13030.6,13028,14417,13028;13762;14417;12371;11575;,0.073982077,0.072,0.151,0.0574218397611236;0.07240243800439883;0.07295529649616138;0.15051097650711728;0.016619833070290274;,124548539,1.25E+08,124549581,124549581;124549060;124548539;124548018;124547497;,21,21,21,21.0;21.0;21.0;21.0;21.0;,0.248309945,0.231,0.352,0.1684100286707565;0.15023974867724868;0.3516947393508909;0.23138061626164666;0.33982459163665774;,22,22,22,22.0;22.0;22.0;22.0;22.0;,0,0,0,0;0;0;0;0;,2.042666667,0.107,6.013,0.10666666666666667;0.08;0.0;4.013333333333334;6.013333333333333;,0.073734058,0.072,0.149,0.054050783671992786;0.0716768650617634;0.07651262651734714;0.14888039013638543;0.017549625743374042;
Jan 24-- 2021 11:13:01 PM,12272.4,12482,13144,11882;13144;12482;13053;10801;,0.065869643,0.06,0.13,0.019927397606509405;0.060144295719782734;0.13037628554833441;0.10276341290226354;0.016136822011656417;,124553749,1.25E+08,124554791,124554791;124554270;124553749;124553228;124552707;,21,21,21,21.0;21.0;21.0;21.0;21.0;,0.244831401,0.269,0.339,0.2841733750276478;0.2685749770459703;0.2161448453245213;0.339038699103846;0.11622510651140666;,23,23,23,23.0;23.0;23.0;23.0;23.0;,0,0,0,0;0;0;0;0;,0.808,0.013,4.013,0.013333333333333334;0.013333333333333334;4.013333333333334;0.0;0.0;,0.06418984,0.057,0.126,0.019934377268100212;0.056593695437094915;0.12552495470791436;0.10193713072369694;0.016959041205288572;
Jan 24-- 2021 11:15:04 PM,11531.6,12639,14823,12872;14823;8817;12639;8507;,0.064368089,0.067,0.109,0.08325588763794341;0.05016695978498433;0.10883385333583286;0.015215655310838787;,124558828.8,1.25E+08,124560001,124560001;124558959;124558438;124557917;,21,21,21,21.0;21.0;21.0;21.0;,0.137600128,0.142,0.186,0.1665927645761447;0.11742456084380896;0.08055416343440093;0.18582902490359396;,24,24,24,24.0;24.0;24.0;24.0;,0,0,0,0;0;0;0;,1.043333333,1.027,2.093,0.02666666666666667;0.04;2.0933333333333337;2.013333333333333;,0.063442011,0.064,0.11,0.08728794648885252;0.040354545841710825;0.10985365632769684;0.016271895744857767;
Jan 24-- 2021 11:17:08 PM,12133,13095,13281,13164;13281;13095;11380;9745;,0.072489254,0.077,0.119,0.038317486719465645;0.11910762552337478;0.11590501105270185;0.01662689322796962;,124563387.5,1.25E+08,124564169,124564169;124563648;124563127;124562606;,21,21,21,21.0;21.0;21.0;21.0;,0.218203527,0.233,0.305,0.3048458250581463;0.289294447119863;0.10144782713776902;0.17722600981157074;,25,25,25,25.0;25.0;25.0;25.0;,0,0,0,0;0;0;0;,4.536666667,4.06,6.013,4.093333333333334;4.013333333333334;6.013333333333333;4.026666666666666;,0.074011957,0.079,0.121,0.04206283201335892;0.12087228780366231;0.11546173172790442;0.017650978017439978;
Jan 24-- 2021 11:19:11 PM,10865.2,11380,11848,11848;11380;11587;8232;11279;,0.077457754,0.087,0.121,0.057180264263810295;0.10362800725383678;0.12123671642263646;0.08665941751560544;0.018584364957025108;,124568337,1.25E+08,124569379,124569379;124568858;124568337;124567816;124567295;,21,21,21,21.0;21.0;21.0;21.0;21.0;,0.209042402,0.22,0.299,0.29866475449951924;0.25701430382238205;0.09435444962315716;0.220355359583607;0.17482314259374754;,26.2,26,27,26.0;26.0;26.0;27.0;26.0;,0,0,0,0;0;0;0;0;,0.824,0.067,2.013,0.02666666666666667;2.013333333333333;2.013333333333333;0.06666666666666667;0.0;,0.082112542,0.101,0.12,0.0591248091052472;0.10137498218216943;0.12001218308580652;0.11019346105868454;0.019857273742289183;
Jan 24-- 2021 11:21:18 PM,14824.4,15144,15857,15144;15857;14482;13163;15476;,0.064768176,0.056,0.132,0.052338388527670116;0.01121742868945973;0.06035899130712363;0.0911389209525064;0.10188717213441595;0.051390686121601144;0.13192414401228883;0.01788967447385637;,124574328.5,1.25E+08,124576152,124576152;124575631;124575110;124574589;124574068;124573547;124573026;124572505;,21,21,21,21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;,0.240895117,0.261,0.318,0.31792350017992366;0.29596922724228625;0.29102421839400294;0.23050091196355374;0.08059980484487207;0.20332647090060382;0.1948128669299881;0.31300393781173136;,27,27,27,27.0;27.0;27.0;27.0;27.0;27.0;27.0;27.0;,0,0,0,0;0;0;0;0;0;0;0;,0.786666667,0.06,4.013,0.04;0.013333333333333334;0.05333333333333334;4.013333333333334;0.013333333333333334;0.08;0.06666666666666667;2.013333333333333;,0.066604326,0.066,0.132,0.041666035237096555;0.008191054799017605;0.08801163885666675;0.09620568111134153;0.10339288521713963;0.044842143236528687;0.13178124558358562;0.018743921514794426;
Jan 24-- 2021 11:23:19 PM,12807.4,12464,14358,11946;14358;13462;12464;11807;,0.072287976,0.087,0.119,0.02738344584849745;0.08665491954511076;0.11864757392238429;0.11016439952948848;0.018589542275797368;,124580424.2,1.25E+08,124581883,124581883;124580841;124580320;124579799;124579278;,21,21,21,21.0;21.0;21.0;21.0;21.0;,0.203764942,0.19,0.33,0.07721036476455301;0.32378260334494874;0.18967942715738498;0.32998499373713547;0.09816732209420026;,28,28,28,28.0;28.0;28.0;28.0;28.0;,0,0,0,0;0;0;0;0;,2.432,2.04,6.013,0.013333333333333334;2.08;6.013333333333333;2.013333333333333;2.04;,0.076672414,0.091,0.14,0.022249883497290734;0.09091113693916487;0.1398050690799646;0.1108159180834144;0.01958006421109293;
Jan 24-- 2021 11:25:21 PM,11486.4,11737,13014,11048;13014;11737;12244;9389;,0.075876721,0.079,0.126,0.035146418782613924;0.12589897141355702;0.12315152779997413;0.01930996646952797;,124585269.5,1.25E+08,124586051,124586051;124585530;124585009;124584488;,21,21,21,21.0;21.0;21.0;21.0;,0.18968693,0.214,0.263,0.2631149782288459;0.23860258633090603;0.06694405982571264;0.1900860955866401;,29,29,29,29.0;29.0;29.0;29.0;,0,0,0,0;0;0;0;,2.03,2.013,2.08,2.08;2.013333333333333;2.013333333333333;2.013333333333333;,0.07772182,0.08,0.131,0.03270945045563256;0.13069757833496354;0.12729661969745643;0.02018363130107148;
Jan 24-- 2021 11:27:37 PM,16944.4,18147,19542,17058;18147;18772;19542;11203;,0.046453828,0.043,0.081,0.0463293021668607;0.03717600537740933;0.04027851961860133;0.034816372324678116;0.06671186514962282;0.0459692436555954;0.08102818588133774;0.019321133790098408;,124591326.1,1.25E+08,124593345,124593345;124592824;124592303;124591782;124591261;124590219;124589698;124589177;,21,21,21,21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;,0.218810119,0.233,0.36,0.11402586929441437;0.08435230453371063;0.06994812588428888;0.3346279031608599;0.23348161446509474;0.3209028369747396;0.23276018544430915;0.3603821122655476;,26,30,30,14.0;22.0;22.0;30.0;30.0;30.0;30.0;30.0;,0,0,0,0;0;0;0;0;0;0;0;,0.78,0.087,2.013,0.05333333333333334;0.013333333333333334;0.12;0.0;0.013333333333333334;2.013333333333333;2.013333333333333;2.013333333333333;,0.046647163,0.045,0.079,0.04883132095851295;0.03165355155734406;0.040260083723497535;0.035089109858920664;0.06603390709431134;0.052222306829666776;0.07878673327148566;0.020300287084574098;
Jan 24-- 2021 11:29:34 PM,12169.8,12485,13727,13184;13727;12017;12485;9436;,0.065258463,0.039,0.129,0.038546443075398645;0.10292233055579972;0.03579450139645518;0.1290191751344196;0.020009862689156478;,124597200.4,1.25E+08,124598555,124598555;124598034;124596992;124596471;124595950;,21,21,21,21.0;21.0;21.0;21.0;21.0;,0.26683501,0.258,0.353,0.30025634823610137;0.2584623452399861;0.21925729254938253;0.2028078243160036;0.3533912381011738;,31,31,31,31.0;31.0;31.0;31.0;31.0;,0,0,0,0;0;0;0;0;,0.437333333,0.013,2.067,0.013333333333333334;0.013333333333333334;0.013333333333333334;0.08;2.0666666666666664;,0.067129566,0.046,0.135,0.04633244539384096;0.10030480648437547;0.03354846229571018;0.1346274435753455;0.02083467035765385;
Jan 24-- 2021 11:31:40 PM,12506.2,12893,13611,12317;13611;12893;13404;10306;,0.073358432,0.095,0.118,0.022803770054669156;0.11231294558325802;0.09479328851663765;0.11759492575407196;0.01928723212489556;,124602306.2,1.25E+08,124603765,124603765;124602723;124602202;124601681;124601160;,21,21,21,21.0;21.0;21.0;21.0;21.0;,0.244597693,0.223,0.337,0.2777998234080422;0.20781091223500375;0.33699767513614604;0.17745391731665686;0.22292613689716045;,32,32,32,32.0;32.0;32.0;32.0;32.0;,0,0,0,0;0;0;0;0;,1.213333333,2.013,2.027,0.013333333333333334;0.0;2.013333333333333;2.013333333333333;2.0266666666666664;,0.073377125,0.093,0.115,0.022816234764297838;0.11519310095126724;0.09290118414399329;0.11529046964791533;0.020684633568921362;
Jan 24-- 2021 11:33:40 PM,10592.6,10687,11696,11245;11696;10687;10157;9178;,0.078008858,0.102,0.111,0.11133694399933419;0.10161234481266405;0.021077284889550053;,124607638,1.25E+08,124608159,124608159;124607638;124607117;,21,21,21,21.0;21.0;21.0;,0.208640565,0.234,0.31,0.23426618559745616;0.3101753990737584;0.08148011117209551;,33,33,33,33.0;33.0;33.0;,0,0,0,0;0;0;,4.684444444,4.027,6.013,4.013333333333334;6.013333333333333;4.026666666666666;,0.082626133,0.103,0.123,0.12322160163306538;0.10260254106880906;0.02205425619154555;
Jan 24-- 2021 11:35:53 PM,13037.8,13063,13797,13172;13797;12610;12547;13063;,0.06127488,0.057,0.106,0.05680188713540762;0.10588246853991859;0.08510652204640198;0.03725657630616375;0.021326945446716154;,124612327,1.25E+08,124613369,124613369;124612848;124612327;124611806;124611285;,22,22,22,22.0;22.0;22.0;22.0;22.0;,0.210989937,0.21,0.335,0.11103213493027762;0.334780705142943;0.14509547917780144;0.25428344982931134;0.20975791782089523;,34.2,34,35,34.0;35.0;34.0;34.0;34.0;,0,0,0,0;0;0;0;0;,1.64,1.947,4.04,0.013333333333333334;2.1866666666666665;1.9466666666666668;0.013333333333333334;4.04;,0.063236686,0.06,0.111,0.0596132018693627;0.11102841298160848;0.0819134342755692;0.04135957771245846;0.02226880205136661;
Jan 24-- 2021 11:38:01 PM,13222.6,13392,14469,12172;14469;13814;13392;12266;,0.075318898,0.08,0.116,0.116243548733416;0.07996001724312303;0.048168300990512024;0.1112180142466375;0.021004607713830524;,124617537,1.25E+08,124618579,124618579;124618058;124617537;124617016;124616495;,22,22,22,22.0;22.0;22.0;22.0;22.0;,0.216011446,0.207,0.318,0.20668082825292033;0.31823288579526493;0.16963859659089206;0.154332352001669;0.23117256773371594;,35,35,35,35.0;35.0;35.0;35.0;35.0;,0,0,0,0;0;0;0;0;,2.024,2.013,4.04,4.013333333333334;4.04;0.04;0.013333333333333334;2.013333333333333;,0.075664537,0.086,0.116,0.11625098832053492;0.08638278489780206;0.04351516604554694;0.11012203756795669;0.022051705846255376;
